dissertation,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">A long essay on a particular subject, especially one written for a university degree or diploma.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘a dissertation on the novels of the Brontë sisters’</em></div></div><div class=""exg""><div class=""ex""><em>‘he had considered writing his doctoral dissertation on Kant’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">essay</strong><span class=""syn"">, thesis, treatise, paper, study, composition, discourse, disquisition, tract, monograph</span></div></div></div></div></li></ul></section>"
dissipate,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">(with reference to a feeling or emotion) disappear or cause to disappear.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><u><span class=""grammatical_note"">no object</span></u> <em>‘the concern she'd felt for him had wholly dissipated’</em></div></div><div class=""exg""><div class=""ex""><u><span class=""grammatical_note"">with object</span></u> <em>‘he wanted to dissipate his anger’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">disappear</strong><span class=""syn"">, vanish, evaporate, dissolve, melt away, melt into thin air, be dispelled, dematerialize</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""ind"">Disperse or scatter.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘the cloud of smoke dissipated’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">disperse</strong><span class=""syn"">, break up, disband, separate, go in different directions, move in different directions, go separate ways</span></div></div></div></li></ul></p></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><u><span class=""grammatical_note"">with object</span></u> <span class=""ind"">Waste or fritter away (money, energy, or resources)</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘he inherited, but then dissipated, his father's fortune’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">squander</strong><span class=""syn"">, fritter, fritter away, misspend, waste, throw away, make poor use of, be prodigal with</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">2.1</span><span class=""sense-regions domain_labels"">Physics </span><span class=""ind"">Cause (energy) to be lost through its conversion to heat.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘no power is dissipated in this sort of control element’</em></div></div></li></ul></p></div></li></ul></section>"
dissonance,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><u><span class=""grammatical_note countability"">mass noun</span></u><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""sense-regions domain_labels"">Music </span><br/><span class=""ind"">Lack of harmony among musical notes.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘an unusual degree of dissonance for such choral styles’</em></div></div><div class=""exg""><div class=""ex""><u><span class=""grammatical_note"">count noun</span></u> <em>‘a session full of jangling dissonances’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">inharmoniousness</strong><span class=""syn"">, discordance, atonality, cacophony</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""ind"">Lack of agreement or harmony between people or things.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘the party faithful might be willing to put up with such dissonance among their candidates’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">incongruity</strong><span class=""syn"">, disparity, discrepancy, disagreement, tension</span></div></div></div></li></ul></p></div></li></ul></section>"
distal,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">adjective</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""sense-regions domain_labels"">Anatomy </span><br/><span class=""ind"">Situated away from the centre of the body or from the point of attachment.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘the distal end of the tibia’</em></div></div><div class=""crossReference"">The opposite of <a>proximal</a></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""sense-regions domain_labels"">Geology </span><span class=""ind"">Relating to or denoting the outer part of an area affected by geological activity.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘the distal zone is characterized by pyroclastic flow deposits’</em></div></div></li></ul></p></div></li></ul></section>"
divergent,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">adjective</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">Tending to be different or develop in different directions.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘divergent interpretations’</em></div></div><div class=""exg""><div class=""ex""><em>‘varieties of English can remain astonishingly divergent from one another’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">differing</strong><span class=""syn"">, varying, different, dissimilar, unlike, unalike, disparate, contrasting, contrastive, antithetical</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""sense-regions domain_labels"">Psychology </span><span class=""ind"">(of thought) using a variety of premises, especially unfamiliar premises, as bases for inference, and avoiding common limiting assumptions in making deductions.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘divergent thinking’</em></div></div></li></ul></p></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""sense-regions domain_labels"">Mathematics </span><br/><span class=""ind"">(of a series) increasing indefinitely as more of its terms are added.</span></p><span class=""indicators""></span></div></li></ul></section>"
docile,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">adjective</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">Ready to accept control or instruction; submissive.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘a cheap and docile workforce’</em></div></div><div class=""exg""><div class=""ex""><em>‘she's a black Labrador, gentle and docile’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">compliant</strong><span class=""syn"">, obedient, pliant, dutiful, willing, passive, submissive, deferential, tame, meek, mild, lamblike, unassertive, unresisting, yielding, cooperative, amenable, accommodating, biddable, persuadable, ductile, manageable, controllable, tractable, malleable, manipulable, easily manipulated, easily handled, like putty in one's hands</span></div></div></div></div></li></ul></section>"
doldrums,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">plural noun</span></h3><span class=""transitivity""></span><span class=""form-groups""><strong>the doldrums</strong></span> <ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">A state or period of stagnation or depression.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘the mortgage market has been in the doldrums for three years’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">inactive</strong><span class=""syn"">, quiet, slow, slack, sluggish, subdued, stagnant, static, inert, flat, dull</span></div></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""ind"">An equatorial region of the Atlantic Ocean with calms, sudden storms, and light unpredictable winds.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘Hurricane Verity had been born in the doldrums’</em></div></div></div></li></ul></section>"
domicile,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""sense-regions domain_labels"">Law </span><br/><span class=""sense-registers"">formal </span><span class=""ind"">The country that a person treats as their permanent home, or lives in and has a substantial connection with.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘his wife has a domicile of origin in Germany’</em></div></div><div class=""crossReference"">Compare with <a>residence</a></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""sense-regions spanish_label"">US </span><span class=""ind"">A person's residence or home.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘the builder I've hired to renovate my new domicile’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">residence</strong><span class=""syn"">, home, house, address, residency, lodging, lodging place, accommodation, quarters, billet</span></div></div></div></li><li class=""subSense""><span class=""subsenseIteration"">1.2</span><span class=""ind"">The place at which a company or other body is registered, especially for tax purposes.</span><div class=""trg""></div></li></ul></p></div></li></ul></section><hr><section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""></span><u><span class=""grammatical_note"">with adverbial of place</span></u> <span class=""form-groups""><strong>be domiciled</strong></span> <ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""sense-regions domain_labels"">Law </span><br/><span class=""sense-registers"">formal </span><span class=""ind"">Treat a specified country as a permanent home.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘the tenant is domiciled in the United Kingdom’</em></div></div><div class=""crossReference"">Compare with <a>reside</a></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""sense-regions spanish_label"">US </span><span class=""ind"">Reside or be based.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘he was domiciled in a frame house in the outskirts of Bogotá’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">settle</strong><span class=""syn"">, establish oneself, live, make one's home, set up home, set up house, take up residence, put down roots, have one's domicile</span></div></div></div></li></ul></p></div></li></ul></section>"
douse,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""><span class=""neutral"">[</span>with object<span class=""neutral"">]</span></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">Pour a liquid over; drench.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘he doused the car with petrol and set it on fire’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">drench</strong><span class=""syn"">, soak, souse, saturate, drown, flood, inundate, deluge, wet, splash, slosh, hose down</span></div></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""ind"">Extinguish (a fire or light)</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘stewards appeared and the fire was doused’</em></div></div><div class=""exg""><div class=""ex""><em>‘nothing could douse her sudden euphoria’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">extinguish</strong><span class=""syn"">, put out, quench, stamp out, smother, beat out, dampen down</span></div></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">3</span><span class=""sense-regions domain_labels"">Sailing </span><br/><span class=""ind"">Lower (a sail) quickly.</span></p><span class=""indicators""></span></div></li></ul></section>"
downcast,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">adjective</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">(of a person's eyes) looking downwards.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘her modestly downcast eyes’</em></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""ind"">(of a person) feeling despondent.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘you mustn't be downcast’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">despondent</strong><span class=""syn"">, disheartened, discouraged, dispirited, downhearted, low-spirited, in low spirits, hopeless, cast down, crestfallen, down, low, disconsolate, in despair, despairing, wretched, oppressed</span></div></div></div></div></li></ul></section><hr><section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">A shaft dug in a mine for extra ventilation.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘The probable explanation is, that the return air was leaking across into the downcast shaft at various levels.’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">mineshaft</strong><span class=""syn"">, tunnel, passage, pit, adit, downcast, upcast</span></div></div></div></div></li></ul></section>"
dribble,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><u><span class=""grammatical_note"">no object and usually with adverbial of direction</span></u> <span class=""ind"">(of a liquid) fall slowly in drops or a thin stream.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘rain dribbled down the window’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">trickle</strong><span class=""syn"">, drip, fall in drops, drop, drizzle</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><u><span class=""grammatical_note"">with object and adverbial of direction</span></u> <span class=""ind"">Pour (a liquid) slowly in a thin stream.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘he dribbled cream into his coffee’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">tip</strong><span class=""syn"">, let flow, dribble, drizzle, splash, spill, decant, discharge</span></div></div></div></li><li class=""subSense""><span class=""subsenseIteration"">1.2</span><u><span class=""grammatical_note"">no object</span></u> <span class=""ind"">Allow saliva to run from the mouth.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘his mouth was open and he was dribbling’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">drool</strong><span class=""syn"">, slaver, slobber, salivate, drivel, water at the mouth</span></div></div></div></li></ul></p></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><u><span class=""grammatical_note"">with object and adverbial of direction</span></u> <span class=""ind"">(in soccer, hockey, and basketball) take (the ball) forwards past opponents with slight touches of the feet or the stick, or (in basketball) by continuous bouncing.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘he attempted to dribble the ball from the goal area’</em></div></div></div></li></ul></section><hr><section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">A thin stream of liquid; a trickle.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘a dribble of blood’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">trickle</strong><span class=""syn"">, drip, driblet, small stream, drizzle</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><u><span class=""grammatical_note"">mass noun</span></u> <span class=""ind"">Saliva running from the mouth.</span><div class=""trg""></div><div class=""exg""><div class=""ex""><em>‘there was dribble down his chin’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">saliva</strong><span class=""syn"">, spittle, spit, slaver, slobber, drool</span></div></div></div></li></ul></p></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""ind"">(in soccer, hockey, and basketball) an act of taking the ball forward with repeated slight touches or bounces.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘a mesmerizing dribble by Daley took him through to confirm Villa's victory’</em></div></div></div></li></ul></section>"
drizzle,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><u><span class=""grammatical_note"">mass noun</span></u> <span class=""ind"">Light rain falling in very fine drops.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘Scotland will be cloudy with patchy drizzle’</em></div></div><div class=""exg""><div class=""ex""><u><span class=""grammatical_note"">in singular</span></u> <em>‘a steady drizzle has been falling since 3 a.m’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">fine rain</strong><span class=""syn"">, Scotch mist, sprinkle of rain, light shower, spray</span></div></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><span class=""ind"">(in cooking) a thin stream of a liquid ingredient trickled over food.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘raw mushrooms, thinly sliced and served with lemon, a little salt, and a drizzle of olive oil’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">trickle</strong><span class=""syn"">, dribble, drip, drop, droplet, stream, rivulet, runnel</span></div></div></div></div></li></ul></section><hr><section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""form-groups""><strong>it drizzles"", ""it is drizzling</strong>, etc.</span><u><span class=""grammatical_note"">no object</span></u> <span class=""ind"">Rain lightly.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘it's started to drizzle’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">rain lightly</strong><span class=""syn"">, shower, spot, spit</span></div></div></div></div></li><li><div class=""trg""><p><span class=""iteration"">2</span><u><span class=""grammatical_note"">with object</span></u> <span class=""ind"">(in cooking) trickle a thin stream of (a liquid ingredient) over food.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘drizzle the clarified butter over the top’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">trickle</strong><span class=""syn"">, sprinkle, drip, dribble, pour, splash, spill</span></div></div></div></div></li></ul></section>"
drudgery,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><u><span class=""grammatical_note countability"">mass noun</span></u><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">Hard menial or dull work.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘domestic drudgery’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">hard work</strong><span class=""syn"">, menial work, donkey work, toil, toiling, labour, hard labour, sweated labour, chores, plodding</span></div></div></div></div></li></ul></section>"
duchy,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span><span class=""pos-inflections""><span class=""inflection-text""><span>duchies</span></span></span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">The territory of a duke or duchess; a dukedom.</span></p><span class=""indicators""></span><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">realm</strong><span class=""syn"">, domain, dominion, country, land, nation, state, sovereign state, province, territory</span></div></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><span class=""form-groups""><strong>the Duchy</strong></span><span class=""ind"">The royal dukedom of Cornwall or Lancaster.</span><div class=""trg""></div></li></ul></p></div></li></ul></section>"
dune,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">A mound or ridge of sand or other loose sediment formed by the wind, especially on the sea coast or in a desert.</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘a sand dune’</em></div></div><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">bank</strong><span class=""syn"">, mound, hillock, hummock, rise, knoll, ridge, heap, drift, accumulation</span></div></div></div></div></li></ul></section>"
dung,"<section class=""gramb""><h3 class=""ps pos""><span class=""pos"">noun</span></h3><u><span class=""grammatical_note countability"">mass noun</span></u><span class=""transitivity""></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration""></span><span class=""ind"">The excrement of animals; manure.</span></p><span class=""indicators""></span><div class=""synonyms""><div class=""moreInfo""></div><div class=""exg""><div><strong class=""syn"">manure</strong><span class=""syn"">, muck, animal excrement</span></div></div></div></div></li></ul></section><hr><section class=""gramb""><h3 class=""ps pos""><span class=""pos"">verb</span></h3><span class=""transitivity""><span class=""neutral"">[</span>with object<span class=""neutral"">]</span></span><ul class=""semb""><li><div class=""trg""><p><span class=""iteration"">1</span><span class=""ind"">Drop or spread dung on (a piece of ground).</span></p><span class=""indicators""></span><div class=""exg""><div class=""ex""><em>‘But avoid dunging ground that you plan to use for carrots and parsnips’</em></div></div><div class=""exg""><div class=""ex""><em>‘It is said ‘the earth neither grows old nor wears out if it is fed and dunged’, though getting hold of a good supply of well-rotted muck isn't always easy.’</em></div></div><p><ul class=""subSenses""><li class=""subSense""><span class=""subsenseIteration"">1.1</span><u><span class=""grammatical_note"">no object</span></u> <span class=""ind"">(of an animal) defecate.</span><div class=""trg""></div></li></ul></p></div></li></ul></section>"
